,line,Phrasal_Cmp,Clausal_Cmp,Implicit_Cmp,More_Cmp,ER_Cmp,answer_id,level_id,class_id,question_id,version,text_len,sentence_len,COLA_T5large,gpt2_target_surprisal,distilgpt2_target_surprisal,gptneo_target_surprisal,davinci002_target_surprisal,llama2_target_surprisal,gpt2_sent_surprisal,distilgpt2_sent_surprisal,gptneo_sent_surprisal,davinci002_sent_surprisal,llama2_sent_surprisal,gpt2_len_tokens,distilgpt2_len_tokens,gptneo_len_tokens,tag,Writing_Sample,Writing_Proficiency,target_issue_flag
486,486,0,0,1,0,1,37299,3,g,4837,1,56,12,0,7.65,9.04,3.96,3.659,4.07,4.34,4.2,4.31,4.65,4.63,11,11,11,,3.5,high,
487,487,0,0,1,1,0,39442,4,g,5044,1,99,7,0,3.72,3.88,3.39,2.828,5.58,5.82,6.68,5.26,5.49,5.98,6,6,6,,3.5,high,
488,488,0,0,1,1,0,40980,4,r,5126,1,113,11,0,1.23,0.83,1.13,,2.21,5.22,6.11,4.95,,4.57,12,12,12,,3.5,high,
489,489,0,0,1,0,1,41226,4,g,5254,1,76,13,0,9.04,10.19,10.63,7.266,10.91,5.16,5.68,5.4,5.58,5.22,13,13,13,,3.5,high,
490,490,0,0,1,0,1,36657,3,w,4692,2,162,12,0,0,0,0,,0,3.82,4,3.72,4.32,4.52,12,12,12,,3.2,low,FLAGGED
491,491,0,0,1,0,1,37105,3,r,4821,1,73,11,1,5.69,9.09,6.77,4.515,4.31,3.9,4.43,3.54,3.94,4.34,10,10,10,,3.2,low,
492,492,0,0,1,0,1,37346,3,g,4837,1,77,11,1,9.61,9.09,9.33,6.436,9.29,4.98,5.09,4.74,5.07,4.96,10,10,10,,3.2,low,
493,493,0,0,1,0,1,37346,3,g,4837,1,77,14,0,10.65,9.2,7.36,3.275,6.83,4.4,4.64,4.05,3.93,4.18,13,13,13,,3.2,low,
494,494,0,0,1,0,1,36783,5,l,4764,1,187,16,0,17.35,17.44,12.66,1.492,16.77,5.91,6.15,5.32,4.77,4.89,16,16,16,,3.8,high,
495,495,0,0,1,0,1,37248,4,w,4828,1,383,8,1,13.52,14.76,11.9,5.095,5.04,4.45,4.97,5.03,4.94,5.18,8,8,8,,3.8,high,
496,496,0,0,1,1,0,36778,4,w,4788,1,158,17,0,2.46,3.23,3.43,3.537,2.26,5.75,6,5.95,5.81,5.45,16,16,16,,4,high,
497,497,0,0,1,1,0,36778,4,w,4788,1,158,18,0,5.74,5.46,5.13,2.232,3.48,6.33,6.86,6.18,6,5.42,17,17,17,,4,high,
498,498,0,0,1,1,0,37344,3,g,4863,1,99,9,0,12.3,10.71,12.22,6.297,9.07,5.9,5.55,6.51,6.52,6.45,8,8,8,,4,high,
499,499,0,0,1,0,1,37213,4,w,4828,1,360,10,1,6.4,9.53,7.95,4.585,5.88,4.66,5.46,4.56,4.51,4.73,12,12,12,,3.3,high,
500,500,0,0,1,0,1,37213,4,w,4828,1,360,17,0,5.13,6.57,2.84,4.457,6.72,4.73,5.09,4.33,4.66,4.38,19,19,19,,3.3,high,
501,501,0,0,1,1,0,37213,4,w,4828,1,360,13,1,5.33,5.31,4.83,2.923,5.95,4.78,4.92,4.5,4.87,4.27,13,13,13,,3.3,high,
502,502,0,0,1,0,1,37494,4,w,4869,1,587,15,0,12.52,11.64,13.15,6.974,11.69,4.88,5.5,4.5,5.07,4.22,14,14,14,,3.3,high,
503,503,0,0,1,1,0,37494,4,w,4869,1,587,5,1,7.17,5.98,8.41,4.406,7.28,5.64,6.38,5.23,6.94,4.88,4,4,4,,3.3,high,
504,504,0,0,1,0,1,37494,4,w,4869,1,587,14,0,5.17,7.73,4.94,4.128,2.3,6.24,6.63,5.56,5.62,4.27,15,15,15,,3.3,high,
505,505,0,0,1,0,1,37558,4,r,4867,1,171,18,1,4.05,3.58,3.01,1.919,6.27,4.48,4.87,4.39,4.63,4.26,18,18,18,,4,high,
506,506,0,0,1,0,1,37755,3,w,4903,1,71,14,1,2.46,3.68,1.62,1.199,1.69,3.57,4.22,2.87,3.35,3.46,13,13,13,,2.3,low,
507,507,0,0,1,0,1,38631,3,w,5007,1,76,8,1,9.38,10.67,10.17,6.316,9.84,5.99,6.72,5.74,5.62,5.08,7,7,7,,2.3,low,
508,508,1,0,0,0,1,41163,3,g,5240,1,83,12,1,13.97,14.61,11.72,8.553,6.51,3.29,4,3.5,3.89,3.57,11,11,11,0,2.3,low,
509,509,1,0,0,0,1,41163,3,g,5240,1,83,15,1,9.96,11.47,10.27,6.73,9.77,3.2,3.86,3.19,3.52,3.17,14,14,14,0,2.3,low,
510,510,1,0,0,1,0,37881,5,w,4912,1,27,13,0,9.54,11.47,9.9,6.764,10.68,5.23,5.95,4.61,4.07,4.45,15,15,15,,3.8,high,
511,511,1,0,0,1,0,38519,5,r,4998,1,286,19,0,9.86,10.34,9.93,6.71,7.94,4.58,4.88,4.22,4.6,4.15,23,23,23,,3.8,high,
512,512,0,0,1,0,1,38669,5,g,5009,1,168,17,0,6.48,6.67,6.32,4.575,6.98,4.35,4.48,3.97,3.57,3.9,17,17,17,,3.8,high,
513,513,0,0,1,0,1,39564,5,w,5097,1,340,17,1,12.37,18.54,12.06,,14.65,3.15,4.14,3.02,,2.34,18,18,18,,3.8,high,
514,514,0,0,1,1,0,40510,5,g,5183,1,137,17,0,3.44,2.2,1.33,,0.7,4.22,4.69,4.05,,4.37,16,16,16,,3.8,high,
515,515,0,0,1,1,0,40511,5,g,5183,2,138,18,1,3.63,2.24,1.34,,1.05,3.6,4.02,3.45,,3.86,17,17,17,,3.8,high,
516,516,0,0,1,0,1,38154,4,g,4956,2,81,17,0,4.38,6.15,3.32,2.43,3.16,4.29,4.52,4,3.79,3.86,17,17,17,,3.5,high,
517,517,1,0,0,0,1,38280,3,g,4967,1,127,13,0,7.3,10.03,7.74,5.442,4.42,5.77,6.01,5.27,5.47,5.09,12,12,12,,1.7,low,
518,518,0,0,1,1,0,38281,3,g,4967,1,103,9,1,8.07,7.96,9.02,5.689,9.2,4.65,5.06,5.06,4.87,5.59,8,8,8,,1.7,low,
519,519,1,0,0,0,1,38841,3,g,5026,1,67,17,1,5.17,6.1,5.99,,3.58,5.22,5.76,4.82,,3.92,17,17,17,0,1.7,low,
520,520,0,0,1,0,1,41623,3,g,5293,1,137,9,1,7.65,9.04,3.96,3.659,4.07,5.42,6.19,5.39,6.07,6.03,8,8,8,,1.7,low,
521,521,0,0,1,0,1,41623,3,g,5293,1,137,11,0,7.65,9.04,3.96,3.659,4.07,5.07,5.48,4.5,5,5.19,10,10,10,,1.7,low,
522,522,0,0,1,0,1,41623,3,g,5293,1,137,14,1,7.65,9.04,3.96,,4.07,5.17,5.55,4.58,,3.63,15,15,15,,1.7,low,
523,523,1,0,0,0,1,38420,5,g,4970,1,139,16,0,11.36,9.43,11,8.32,5.21,4.97,5.31,5.12,4.99,5.07,15,15,15,,4,high,
524,524,0,0,1,0,1,38330,4,g,4973,1,90,10,0,1.87,7.68,1.3,1.584,2.82,4.17,5.18,4.07,4.24,4.46,10,10,10,,3.2,low,
525,525,0,0,1,0,1,38998,4,w,5032,1,519,16,1,0,0.01,0.01,0.007,0.01,3.33,3.84,2.83,3.1,3.02,16,16,16,,3.2,low,
526,526,0,0,1,1,0,38998,4,w,5032,1,519,11,0,5.1,3.56,5.48,4.325,5.61,5.75,5.87,5.45,5.81,5.04,10,10,10,,3.2,low,
527,527,0,0,1,1,0,40692,4,w,5215,1,438,20,0,5.35,4.9,4.48,2.598,5.25,4.86,5,4.27,4.12,4.08,21,21,21,,3.2,low,
528,528,1,0,0,1,0,40692,4,w,5215,1,438,18,1,11.78,11.97,9.94,,6.31,3.25,3.94,2.95,,3.18,21,21,21,0,3.2,low,
529,529,1,0,0,0,1,41478,4,w,5281,1,238,18,0,15.22,15.73,6.55,,8.17,5.07,5.7,4.16,,4.59,19,19,19,,3.2,low,
530,530,0,0,1,0,1,38417,3,g,4976,1,93,19,1,4.98,8.19,5.16,3.008,5.67,3.03,3.39,2.9,3.18,3.25,19,19,19,,1.2,low,
531,531,1,0,0,1,0,41082,3,g,5240,1,117,13,1,7.78,8.09,7.6,5.139,5.96,3.83,4.18,3.92,4.5,4.26,12,12,12,0,1.2,low,
532,532,0,0,1,1,0,41082,3,g,5240,1,117,12,0,7.38,7.02,6.22,4.131,5.62,5.41,6.5,5.91,5.87,5.08,11,11,11,,1.2,low,
533,533,1,0,0,0,1,41082,3,g,5240,1,117,10,0,8.01,8.1,7.34,3.712,6.1,4.7,5.06,4.35,4.19,4.12,11,11,11,,1.2,low,
534,534,1,0,0,1,0,41082,3,g,5240,1,117,20,1,5.78,6.33,5.91,3.881,5.86,4.13,4.61,3.63,3.71,3.62,20,20,20,0,1.2,low,
535,535,0,0,1,1,0,38569,5,r,4998,1,74,15,1,2.94,2.11,3.85,3.076,3.72,4.61,4.93,4.63,4.54,4.1,14,14,14,,4,high,
536,536,0,0,1,1,0,38667,3,w,5007,2,120,17,0,11.05,8.87,10.71,,14.26,5.23,5.57,4.42,,4.2,22,22,22,,2.7,low,
537,537,0,0,1,1,0,41071,3,g,5240,1,73,9,0,6.37,6.49,6.56,4.824,6.44,5.26,6.06,4.8,5.51,5.46,8,8,8,,2.7,low,
538,538,1,0,0,0,1,41071,3,g,5240,1,73,9,0,19.12,18.87,20.52,10.915,15.31,5.62,5.93,5.74,5.8,5.98,9,9,9,,2.7,low,
539,539,1,0,0,1,0,41071,3,g,5240,1,73,17,0,12.69,12.81,9.94,7.063,9.55,4.82,5.26,4.67,5.59,5.11,18,18,18,,2.7,low,
540,540,1,0,0,1,0,38741,4,g,5012,1,145,11,1,4.88,4.2,5.58,4.424,5.24,2.95,3.27,2.88,3,2.67,11,11,11,0,4.7,high,
541,541,0,0,1,1,0,39317,4,g,5065,1,108,13,1,5.57,4.77,5.4,3.948,5.41,4.56,4.83,3.94,4.15,4.39,12,12,12,,4.7,high,
542,542,0,0,1,1,0,39544,5,w,5097,1,101,12,1,0.18,5.03,0.3,0.179,0,4.94,5.53,4.6,4.9,4.45,11,11,11,,4.7,high,FLAGGED
543,543,1,0,0,0,1,39544,5,w,5097,1,101,20,1,8.94,10.73,8.02,4.506,5.71,3.28,3.78,3.3,3.46,3.32,20,20,20,0,4.7,high,
544,544,1,0,0,1,0,39304,4,r,5064,1,89,16,1,7.29,7.64,7.96,5.815,9.92,5.72,6.19,5.51,5.78,5.11,16,16,16,0,2.5,low,
545,545,0,0,1,0,1,39576,4,w,5087,1,598,14,1,10.87,11.75,11.47,7.122,11.03,4.97,5.44,5.39,5.44,4.6,13,13,13,,2.5,low,
546,546,0,0,1,1,0,39537,4,w,5087,1,921,11,0,6.2,6.09,7.24,4.571,7.42,6.67,7.16,6.72,5.66,5.83,10,10,10,,3.3,high,
547,547,0,0,1,0,1,39624,4,w,5087,1,373,15,1,8.38,6.95,8.13,3.907,5.25,3.5,4.11,3.08,3.43,3.19,16,16,16,,3.7,high,
548,548,1,0,0,1,0,39581,4,r,5088,1,63,8,1,7.91,5.82,7.31,4.85,5.48,6.05,7.13,5.69,5.69,4.81,7,7,7,0,3,low,
549,549,1,0,0,1,0,41382,4,r,5278,1,98,15,0,9.05,9.7,9.94,7.639,12.83,5.08,5.25,5.24,4.41,4.44,18,18,18,,3,low,
550,550,0,0,1,1,0,39711,4,w,5116,1,313,17,1,3.56,4.51,3.26,1.729,3.28,3.18,3.86,3.04,3.33,3.76,16,16,16,,3.3,high,
551,551,0,0,1,1,0,40516,4,g,5213,1,138,14,1,3.15,6.93,5.09,3.509,9.94,4.42,4.91,4.12,4.44,4.44,15,15,15,,3.3,high,
552,552,0,0,1,1,0,41200,4,g,5235,1,184,14,1,0.2,0.17,0.22,0.129,0.15,3.27,3.55,3.16,3.28,3.31,15,15,15,,3.3,high,
553,553,0,0,1,0,1,41200,4,g,5235,1,184,8,1,9.16,8.36,9.74,7.06,8.89,4.6,4.8,4.37,5.38,5.67,7,7,7,,3.3,high,
554,554,0,0,1,1,0,41218,4,w,5259,1,667,19,0,2.52,2,2.69,1.55,2.38,3.83,4.17,3.73,3.18,3.52,20,20,20,,3.3,high,
555,555,0,0,1,0,1,41569,4,w,5287,1,619,18,1,2.3,3.03,2.52,,2.68,4.91,5.77,4.04,,3.68,25,25,25,,3.3,high,
556,556,0,0,1,1,0,41569,4,w,5287,1,619,14,0,4.16,4.09,3.86,,4.16,5.96,5.51,5.56,,4.34,16,16,16,,3.3,high,
557,557,0,0,1,1,0,41569,4,w,5287,1,619,13,1,8.03,8.86,7.14,,1.81,4.39,4.86,4.08,,4.34,15,15,15,,3.3,high,
558,558,0,0,1,1,0,41569,4,w,5287,1,619,9,1,1.39,1.6,1.38,0.994,1.34,6.03,6.56,6.04,6.43,6.24,8,8,8,,3.3,high,
559,559,0,0,1,1,0,40660,4,w,5215,1,411,16,1,6.67,4.41,4.7,3.729,5.21,4.47,4.7,3.89,4.35,3.55,15,15,15,,3,low,
560,560,1,0,0,0,1,40660,4,w,5215,1,411,10,1,13.03,15.57,13.94,9.22,6.33,5.62,6.27,5.29,5.35,4.45,11,11,11,0,3,low,
561,561,0,0,1,0,1,41674,3,g,5293,1,134,11,1,8.41,9.18,6.13,4.679,6.22,3.44,4.06,3.39,3.87,3.84,11,11,11,,2.7,low,
562,562,0,0,1,0,1,41674,3,g,5293,1,134,9,1,7.65,9.04,3.96,3.659,4.07,5.17,5.78,4.55,5.22,5.23,8,8,8,,2.7,low,
563,563,0,0,1,0,1,41674,3,g,5293,1,134,13,1,7.65,9.04,3.96,3.659,4.07,4.51,5.01,4.13,4.37,4.3,12,12,12,,2.7,low,
564,564,0,0,1,0,1,41674,3,g,5293,1,134,13,0,7.65,9.04,3.96,3.659,4.07,7.18,7.36,6.78,7.15,6.49,12,12,12,,2.7,low,
565,565,0,0,1,0,1,41674,3,g,5293,1,134,11,0,7.65,9.04,3.96,3.659,4.07,4.96,5.25,4.61,5.07,4.68,10,10,10,,2.7,low,
566,566,0,0,1,0,1,41848,5,l,5321,1,184,11,1,7.3,7.99,8.45,3.279,4.7,4.7,5.35,4.47,4.21,4.25,11,11,11,,3.9,high,
567,567,0,0,1,0,1,41848,5,l,5321,1,184,11,1,7.58,7.27,8.27,3.859,7.67,4.93,5.15,4.01,4.93,4.89,11,11,11,,3.9,high,
568,568,0,0,1,0,1,42800,5,w,5457,1,133,15,0,6.81,6.86,6.09,5.556,6.3,5.44,5.85,4.6,5.37,4.74,17,17,17,,3.9,high,
569,569,0,0,1,0,1,46109,5,g,5864,1,336,15,1,11.3,13.76,7.97,3.107,5.99,6.18,6.32,5.53,5.32,4.78,16,16,16,,3.9,high,
570,570,0,0,1,1,0,42094,4,w,5367,1,57,13,1,1.57,2.3,1.2,0.686,0.87,4.07,4.72,3.01,2.98,2.92,14,14,14,,3.25,low,
571,571,1,0,0,0,1,42176,4,w,5391,1,25,16,1,9.35,10.96,9.37,8.675,11.58,3.17,3.79,2.76,2.6,2.59,17,17,17,0,3.5,high,
572,572,0,0,1,1,0,42243,4,r,5400,1,225,18,1,2.45,2.27,1.47,0.013,2.18,2.9,3.1,2.26,2.94,2.85,18,18,18,,2.5,low,
573,573,0,0,1,0,1,42243,4,r,5400,1,225,5,1,2.78,2.66,2.14,1.619,2.77,4.89,6.2,4.03,5.09,5.56,4,4,4,,2.5,low,
574,574,0,0,1,0,1,43094,4,r,5494,1,100,15,0,13.5,14.79,10.59,,8.54,5.56,5.7,5.33,,5.22,18,18,18,,2.9,low,
575,575,0,0,1,0,1,43094,4,r,5494,1,100,20,1,13.81,12.32,12.76,,9.29,5.48,5.51,4.91,,5.05,24,24,24,,2.9,low,
576,576,0,0,1,1,0,45983,5,l,5860,1,187,18,0,7.99,8.35,9.66,5.053,7.79,3.68,4.01,3.56,3.75,4.08,17,17,17,,2.9,low,
577,577,0,0,1,1,0,45983,5,l,5860,1,187,18,1,4.5,4.74,3.59,2.577,4.45,4.8,5.01,4.41,4.53,4.5,20,20,20,,2.9,low,
578,578,0,0,1,1,0,45985,5,l,5862,1,34,8,0,7.13,6.74,6.23,4.489,5.96,6.18,6.17,5.81,6.52,5.71,7,7,7,,2.9,low,
579,579,0,0,1,1,0,43257,4,w,5530,1,127,10,0,5.37,4.72,6.66,4.614,7.94,5.68,5.91,5.52,6.27,5.74,10,10,10,,3.1,low,
580,580,0,0,1,1,0,43257,4,w,5530,1,127,12,0,6.98,4.91,5.32,4.243,6.09,3.9,4.16,3.72,4.55,4.82,12,12,12,,3.1,low,
581,581,0,0,1,1,0,43389,4,w,5530,2,335,14,1,4.9,3.91,3.99,1.877,3.8,5.1,5.18,4.72,5.03,4.38,15,15,15,,3.1,low,
582,582,0,0,1,1,0,43389,4,w,5530,2,335,12,0,7.02,4.99,5.43,3.967,5.97,4.33,4.53,4.13,3.49,4.16,13,13,13,,3.1,low,
583,583,0,0,1,1,0,43389,4,w,5530,2,335,17,0,4.26,4.67,3.63,1.763,2.86,4.99,5.32,4.62,4.82,4.92,17,17,17,,3.1,low,
584,584,0,0,1,1,0,43389,4,w,5530,2,335,9,0,15.89,15.65,17.37,11.875,14.64,6.97,7.56,7.14,6.84,6.61,9,9,9,,3.1,low,
585,585,1,0,0,1,0,43389,4,w,5530,2,335,12,0,10.18,8.32,8.75,6.124,9.15,5.31,5.32,5.15,5.66,5.7,11,11,11,,3.1,low,
586,586,0,0,1,1,0,43391,4,w,5530,3,334,14,1,4.26,3.68,3.98,2.075,4.3,4.77,5,4.59,5.2,4.51,15,15,15,,3.1,low,
587,587,0,0,1,1,0,43391,4,w,5530,3,334,11,0,5.96,3.92,5.7,4.07,5.8,4.77,5.22,4.7,4,4.54,12,12,12,,3.1,low,
588,588,1,0,0,1,0,43391,4,w,5530,3,334,12,0,10.18,8.32,8.75,6.124,9.15,4.97,5.15,4.87,5.47,5.57,11,11,11,,3.1,low,
589,589,0,0,1,1,0,43467,3,w,5533,1,130,10,1,7.41,7.32,7.03,5.128,8.79,4.33,5.13,4.33,4.65,4.69,9,9,9,,2.9,low,
590,590,0,0,1,1,0,43467,3,w,5533,1,130,8,1,10.45,9.65,10.53,6.13,11.54,6,6.34,6.1,6.32,6.13,8,8,8,,2.9,low,
591,591,0,0,1,0,1,43467,3,w,5533,1,130,12,0,12.53,12.7,12.16,6.187,9.03,4.97,5.22,4.72,5.04,4.2,13,13,13,,2.9,low,
592,592,0,0,1,1,0,43467,3,w,5533,1,130,14,0,3.78,2.26,3.31,1.894,2.99,4.81,5.32,4.41,4.23,4.26,14,14,14,,2.9,low,
593,593,0,0,1,0,1,43564,3,w,5533,2,119,13,1,6.3,5.65,5.95,4.873,6,4.01,4.22,4.29,4.48,4.13,13,13,13,,2.9,low,
594,594,0,0,1,1,0,43564,3,w,5533,2,119,9,1,10.04,8.6,10.69,6.895,10.92,5.22,5.27,5.29,5.54,5.25,9,9,9,,2.9,low,
595,595,0,0,1,1,0,43564,3,w,5533,2,119,9,1,8.45,8.33,8.03,4.218,5.78,4.18,4.48,4,4.69,4.13,9,9,9,,2.9,low,
596,596,0,0,1,1,0,43564,3,w,5533,2,119,12,1,4.18,3.15,2.45,1.487,2.38,4.16,5.14,4.21,4.15,4.15,12,12,12,,2.9,low,
597,597,1,0,0,0,1,44936,3,g,5708,1,70,13,1,5.93,6.61,4.24,,2.49,3.5,4.09,3.11,,3.39,16,16,16,0,2.9,low,
598,598,1,0,0,1,0,44936,3,g,5708,1,70,9,1,6.84,7.15,6.81,4.727,6.84,5.26,5.87,5.28,5.78,4.91,8,8,8,0,2.9,low,
599,599,1,0,0,0,1,44936,3,g,5708,1,70,8,1,6.6,7.38,6.22,4.931,6.87,4.97,5.8,4.88,5.36,4.92,8,8,8,0,2.9,low,
600,600,1,0,0,0,1,45908,4,w,5849,1,95,16,0,8.39,8.59,7.42,5.299,7.01,4.39,4.74,3.94,3.49,3.58,18,18,18,,2.9,low,
601,601,1,0,0,1,0,45908,4,w,5849,1,95,18,0,6.78,7.92,9.66,5.097,6.35,4.49,5.18,4.15,4.32,3.91,18,18,18,,2.9,low,
602,602,0,0,1,0,1,45908,4,w,5849,1,95,9,1,8,8.81,7.16,5.722,10.45,3.9,4.83,3.84,4.35,4.43,9,9,9,,2.9,low,
603,603,0,0,1,0,1,45977,5,l,5860,1,219,14,0,11.49,12.87,11.57,7.778,13.51,5.56,6.07,5.04,5.54,5.49,13,13,13,,2.9,low,
604,604,1,0,0,1,0,47188,5,w,5995,1,98,19,0,7.7,7.61,7.26,5.061,7.51,4.86,5.46,4.87,5.38,4.88,19,19,19,,2.9,low,
605,605,1,0,0,1,0,47189,5,w,5996,1,53,20,0,11.97,11.46,12.5,9.317,14.97,5.13,5.49,4.8,4.68,3.61,21,21,21,,2.9,low,
606,606,0,0,1,0,1,47946,5,g,6043,1,101,14,0,4.86,5.02,4.02,2.285,3.14,5.33,5.89,4.78,4.93,4.96,13,13,13,,2.9,low,
607,607,0,0,1,0,1,48403,5,g,6136,1,164,16,0,2.2,6.63,1.36,1.484,2.48,5.37,5.84,5.24,5.15,4.17,17,17,17,,2.9,low,
608,608,0,0,1,1,0,43478,3,w,5533,1,118,14,1,8.38,8.95,8.55,3.374,4.48,4.99,5.49,4.46,4.67,4.39,14,14,14,,3.6,high,
609,609,0,0,1,1,0,44938,3,g,5708,1,79,15,0,7,6.66,7.85,5.423,7.77,4.28,5.08,4.05,4.12,4.02,14,14,14,,3.6,high,
610,610,0,0,1,1,0,44938,3,g,5708,1,79,11,1,7.46,7.61,7.36,,6.03,5.53,6.71,5.17,,4.66,11,11,11,,3.6,high,
611,611,0,0,1,1,0,44938,3,g,5708,1,79,14,0,7.95,6.5,7.45,4.482,6.31,5.91,6.79,5.45,5.96,4.99,14,14,14,,3.6,high,
612,612,0,0,1,0,1,44938,3,g,5708,1,79,20,1,3.91,4.42,3.17,2.124,1.92,3.53,4.12,3.05,3.15,3.09,22,22,22,,3.6,high,
613,613,0,0,1,1,0,43583,4,w,5537,1,653,20,1,0,0,0,,0,4.05,4.34,3.87,4.27,3.36,21,21,21,,3.5,high,FLAGGED
614,614,0,0,1,0,1,43583,4,w,5537,1,653,14,1,16.05,15.86,12.38,6.052,14.63,5.24,5.76,4.95,5.18,4.55,13,13,13,,3.5,high,
615,615,0,0,1,1,0,44285,4,w,5630,1,657,20,1,0,0,0,,0,4.02,4.35,3.89,4.36,3.45,21,21,21,,3.5,high,FLAGGED
616,616,0,0,1,0,1,44285,4,w,5630,1,657,14,1,4.66,4.43,1.51,1.053,2.08,4.98,5.27,4.44,5.02,4.32,13,13,13,,3.5,high,
617,617,0,0,1,1,0,44352,4,w,5643,2,683,18,1,4.24,4.24,3.53,3.002,3.43,4.23,4.91,3.8,4.01,3.82,19,19,19,,3.5,high,
618,618,0,0,1,1,0,45111,4,r,5702,1,7,7,0,7.6,8.83,8.06,5.15,8.7,4.66,5.77,5.06,4.37,3.94,7,7,7,,3.5,high,
619,619,0,0,1,0,1,45112,4,r,5703,1,12,12,0,6.25,5.85,6.14,3.372,6.16,5.56,5.82,5.41,4.97,4.58,13,13,13,,3.5,high,
620,620,0,0,1,0,1,45173,4,w,5741,1,414,20,0,3.7,3.55,6.04,7.324,9.16,4.44,4.69,4.21,4.88,4.61,21,21,21,,3.5,high,
621,621,0,0,1,1,0,45173,4,w,5741,1,414,9,1,9.75,9.77,9.78,6.506,10.81,4.76,5.66,4.63,5.25,5.79,9,9,9,,3.5,high,
622,622,0,0,1,1,0,45173,4,w,5741,1,414,16,1,5.13,6.15,4.88,4.849,4.79,4.3,4.88,4.05,4.32,4.36,15,15,15,,3.5,high,
623,623,0,0,1,1,0,45173,4,w,5741,1,414,16,1,7.86,7.13,5.6,4.118,6.64,5.3,5.45,4.68,5.02,4.14,18,18,18,,3.5,high,
624,624,0,0,1,0,1,45173,4,w,5741,1,414,15,1,8.26,7.79,7.25,2.143,2.07,4.35,4.5,4.17,4.07,3.46,18,18,18,,3.5,high,
625,625,1,0,0,0,1,45173,4,w,5741,1,414,15,1,15.66,14.98,14.65,9.739,6.87,5.61,5.92,4.92,4.97,4.32,16,16,16,0,3.5,high,
626,626,0,0,1,0,1,43630,4,w,5537,1,298,14,0,7.79,8.75,6.97,,10.37,4.79,4.96,3.97,,4.13,17,17,17,,3.6,high,
627,627,1,0,0,0,1,43630,4,w,5537,1,298,20,1,2.97,2.76,2.78,0.564,1.63,3.99,4.05,3.8,4.01,4.17,20,20,20,0,3.6,high,
628,628,0,0,1,0,1,43630,4,w,5537,1,298,16,0,13.53,13.57,11.07,8.431,11.25,5.89,6.31,5.32,4.66,4.8,17,17,17,,3.6,high,
629,629,0,0,1,1,0,44291,4,w,5630,1,321,17,1,1.84,1.77,2.03,1.158,1.48,4.55,4.78,4.19,3.68,3.54,20,20,20,,3.6,high,
630,630,0,0,1,0,1,44291,4,w,5630,1,321,11,1,8.21,8.68,6.75,,11.46,4.77,5.2,3.92,,3.84,13,13,13,,3.6,high,
631,631,1,0,0,0,1,44291,4,w,5630,1,321,19,1,2.55,2.52,2.78,0.559,1.55,3.68,3.74,3.53,3.75,3.76,19,19,19,0,3.6,high,
632,632,0,0,1,0,1,44291,4,w,5630,1,321,9,1,13.93,14.1,12.56,8.538,12.07,4.96,5.66,4.68,4.23,4.83,10,10,10,,3.6,high,
633,633,0,0,1,1,0,44321,4,w,5643,1,162,14,1,8.29,8.11,7.56,5.29,7.98,4.73,5.4,4.71,4.91,4.08,13,13,13,,3.6,high,
634,634,0,0,1,1,0,44353,4,w,5643,2,503,16,1,7.82,7.31,7.36,4.886,7.38,4.51,5.03,4.16,4.25,3.77,16,16,16,,3.6,high,
635,635,1,0,0,1,0,45177,4,w,5741,1,344,12,1,6.61,6.4,7.85,4.797,8.6,4.93,5.01,4.52,3.82,4.09,13,13,13,0,3.6,high,
636,636,0,0,1,1,0,45177,4,w,5741,1,344,16,0,7.08,6.28,6.02,4.758,6.43,5.59,5.9,5.02,5.09,4.9,15,15,15,,3.6,high,
637,637,0,0,1,0,1,45177,4,w,5741,1,344,17,0,6.92,9.84,6.03,4.979,9.83,3.8,4.37,3.55,3.85,3.75,17,17,17,,3.6,high,
638,638,0,0,1,1,0,45177,4,w,5741,1,344,20,0,6.85,7.43,6.53,5.246,7.9,4.42,4.69,4.26,4.13,3.49,20,20,20,,3.6,high,
639,639,0,0,1,0,1,43683,4,g,5561,1,77,16,1,0.02,0.15,0.03,0.006,0.02,3.76,4.34,3.25,3.76,3.74,17,17,17,,3.5,high,
640,640,0,0,1,0,1,44392,4,w,5643,2,424,19,0,10.82,13.06,9.88,4.894,13.37,4.34,4.48,4.08,4.25,4.57,19,19,19,,3.5,high,
641,641,1,0,0,0,1,45172,4,w,5741,1,347,17,1,3.13,3.11,3.66,,1.47,3.94,4.59,3.49,,3.18,21,21,21,0,3.5,high,
642,642,1,0,0,0,1,45172,4,w,5741,1,347,16,0,7.77,10.06,5.63,2.144,3.41,5.1,5.44,4.27,4.18,4.4,17,17,17,,3.5,high,
643,643,0,0,1,0,1,45172,4,w,5741,1,347,15,0,9.88,12.04,11.04,3.137,6.33,5.39,5.86,5.26,5.1,4.99,14,14,14,,3.5,high,
644,644,0,0,1,1,0,45172,4,w,5741,1,347,17,1,4.79,3.71,3.98,0.01,6.38,5.5,5.5,4.62,4.97,4.61,18,18,18,,3.5,high,
645,645,1,0,0,1,0,45172,4,w,5741,1,347,15,0,6.01,5.68,6.13,4.824,6.12,5.05,5.17,4.93,4.99,4.46,16,16,16,,3.5,high,
646,646,0,0,1,0,1,45615,5,l,5803,1,13,13,1,8.59,6.91,7.72,,8.85,5.73,6.4,5.1,,4.57,14,14,14,,3.5,high,
